strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000330,1,GLOBAL_CONTIG,242,3,0.7059482932090759,0.2940517067909241,0.7668789029121399,True,False,False,False
STRAIN_000330,1,GLOBAL_CONTIG,342,4,0.7179484367370605,0.28205156326293945,0.7510679960250854,True,False,False,False
STRAIN_000330,1,GLOBAL_CONTIG,442,5,0.7219200134277344,0.2780799865722656,0.7457612752914429,True,False,False,False
STRAIN_000336,1,GLOBAL_CONTIG,42,1,0.7589916586875916,0.24100834131240845,0.6942741870880127,True,False,False,False
STRAIN_000336,1,GLOBAL_CONTIG,142,2,0.6865538358688354,0.31344616413116455,0.7917653322219849,True,False,False,False
STRAIN_000336,1,GLOBAL_CONTIG,242,3,0.7350329160690308,0.26496708393096924,0.7279657125473022,True,False,False,False
STRAIN_000336,1,GLOBAL_CONTIG,342,4,0.6913026571273804,0.30869734287261963,0.7857446074485779,True,False,False,False
STRAIN_000336,1,GLOBAL_CONTIG,442,5,0.7646785974502563,0.23532140254974365,0.6860340237617493,True,False,False,False
STRAIN_000337,1,GLOBAL_CONTIG,42,1,0.634414792060852,0.36558520793914795,0.8550849556922913,True,False,False,False
STRAIN_000337,1,GLOBAL_CONTIG,142,2,0.6233484745025635,0.3766515254974365,0.8679303526878357,True,False,False,False
STRAIN_000337,1,GLOBAL_CONTIG,242,3,0.6010209321975708,0.3989790678024292,0.8932849764823914,True,False,False,False
STRAIN_000337,1,GLOBAL_CONTIG,342,4,0.6447155475616455,0.3552844524383545,0.8429524302482605,True,False,False,False
STRAIN_000337,1,GLOBAL_CONTIG,442,5,0.595797598361969,0.404202401638031,0.8991133570671082,True,False,False,False
STRAIN_000340,1,GLOBAL_CONTIG,42,1,0.6653506755828857,0.33464932441711426,0.8181067705154419,True,False,False,False
STRAIN_000340,1,GLOBAL_CONTIG,142,2,0.6682292222976685,0.33177077770233154,0.8145807385444641,True,False,False,False
STRAIN_000340,1,GLOBAL_CONTIG,242,3,0.6449875235557556,0.3550124764442444,0.8426297903060913,True,False,False,False
STRAIN_000340,1,GLOBAL_CONTIG,342,4,0.6731457710266113,0.32685422897338867,0.8085224032402039,True,False,False,False
STRAIN_000340,1,GLOBAL_CONTIG,442,5,0.6578466296195984,0.3421533703804016,0.8272282481193542,True,False,False,False
STRAIN_000362,1,GLOBAL_CONTIG,42,1,0.5931069850921631,0.4068930149078369,0.9021009802818298,True,False,False,False
STRAIN_000362,1,GLOBAL_CONTIG,142,2,0.5890549421310425,0.4109450578689575,0.9065815806388855,True,False,False,False
STRAIN_000362,1,GLOBAL_CONTIG,242,3,0.5943650007247925,0.4056349992752075,0.9007052779197693,True,False,False,False
STRAIN_000362,1,GLOBAL_CONTIG,342,4,0.5929199457168579,0.4070800542831421,0.9023082852363586,True,False,False,False
STRAIN_000362,1,GLOBAL_CONTIG,442,5,0.5974215269088745,0.4025784730911255,0.8973053097724915,True,False,False,False
STRAIN_000363,1,GLOBAL_CONTIG,42,1,0.5639091730117798,0.4360908269882202,0.9339066743850708,True,False,False,False
STRAIN_000363,1,GLOBAL_CONTIG,142,2,0.5880422592163086,0.4119577407836914,0.9076979160308838,True,False,False,False
STRAIN_000363,1,GLOBAL_CONTIG,242,3,0.6081348657608032,0.3918651342391968,0.885285496711731,True,False,False,False
STRAIN_000363,1,GLOBAL_CONTIG,342,4,0.58824622631073,0.41175377368927,0.9074732065200806,True,False,False,False
STRAIN_000363,1,GLOBAL_CONTIG,442,5,0.5935829281806946,0.4064170718193054,0.9015731811523438,True,False,False,False
STRAIN_000369,1,GLOBAL_CONTIG,42,1,0.5979688763618469,0.4020311236381531,0.8966952562332153,True,False,False,False
STRAIN_000369,1,GLOBAL_CONTIG,142,2,0.6193526983261108,0.38064730167388916,0.8725220561027527,True,False,False,False
STRAIN_000369,1,GLOBAL_CONTIG,242,3,0.6320685148239136,0.3679314851760864,0.8578245639801025,True,False,False,False
STRAIN_000369,1,GLOBAL_CONTIG,342,4,0.5971798896789551,0.4028201103210449,0.8975746035575867,True,False,False,False
STRAIN_000369,1,GLOBAL_CONTIG,442,5,0.6093571186065674,0.3906428813934326,0.8839036822319031,True,False,False,False
STRAIN_000372,1,GLOBAL_CONTIG,42,1,0.6158172488212585,0.38418275117874146,0.876564621925354,True,False,False,False
STRAIN_000372,1,GLOBAL_CONTIG,142,2,0.6250928640365601,0.37490713596343994,0.8659180998802185,True,False,False,False
STRAIN_000372,1,GLOBAL_CONTIG,242,3,0.6509197354316711,0.34908026456832886,0.8355600237846375,True,False,False,False
STRAIN_000372,1,GLOBAL_CONTIG,342,4,0.6275113821029663,0.3724886178970337,0.8631207346916199,True,False,False,False
STRAIN_000372,1,GLOBAL_CONTIG,442,5,0.6224933862686157,0.3775066137313843,0.8689149618148804,True,False,False,False
STRAIN_000374,1,GLOBAL_CONTIG,42,1,0.6379373073577881,0.3620626926422119,0.8509555459022522,True,False,False,False
STRAIN_000374,1,GLOBAL_CONTIG,142,2,0.6192037463188171,0.38079625368118286,0.8726926445960999,True,False,False,False
STRAIN_000374,1,GLOBAL_CONTIG,242,3,0.6039180755615234,0.39608192443847656,0.89003586769104,True,False,False,False
STRAIN_000374,1,GLOBAL_CONTIG,342,4,0.6370257139205933,0.36297428607940674,0.8520262241363525,True,False,False,False
STRAIN_000374,1,GLOBAL_CONTIG,442,5,0.6229634284973145,0.37703657150268555,0.8683737516403198,True,False,False,False
STRAIN_000376,1,GLOBAL_CONTIG,42,1,0.6229128837585449,0.3770871162414551,0.8684320449829102,True,False,False,False
STRAIN_000376,1,GLOBAL_CONTIG,142,2,0.6252572536468506,0.3747427463531494,0.8657282590866089,True,False,False,False
STRAIN_000376,1,GLOBAL_CONTIG,242,3,0.6194385290145874,0.3805614709854126,0.8724235892295837,True,False,False,False
STRAIN_000376,1,GLOBAL_CONTIG,342,4,0.5988340377807617,0.4011659622192383,0.8957297801971436,True,False,False,False
STRAIN_000376,1,GLOBAL_CONTIG,442,5,0.5894871354103088,0.41051286458969116,0.9061046838760376,True,False,False,False
STRAIN_000378,1,GLOBAL_CONTIG,42,1,0.6486045122146606,0.35139548778533936,0.8383262157440186,True,False,False,False
STRAIN_000378,1,GLOBAL_CONTIG,142,2,0.68939208984375,0.31060791015625,0.7881724834442139,True,False,False,False
STRAIN_000378,1,GLOBAL_CONTIG,242,3,0.6874806880950928,0.3125193119049072,0.7905938625335693,True,False,False,False
STRAIN_000378,1,GLOBAL_CONTIG,342,4,0.6922544836997986,0.3077455163002014,0.784532368183136,True,False,False,False
STRAIN_000378,1,GLOBAL_CONTIG,442,5,0.6440718173980713,0.3559281826019287,0.8437157869338989,True,False,False,False
STRAIN_000385,1,GLOBAL_CONTIG,42,1,0.6241228580474854,0.37587714195251465,0.8670377731323242,True,False,False,False
STRAIN_000385,1,GLOBAL_CONTIG,142,2,0.6158231496810913,0.3841768503189087,0.8765579462051392,True,False,False,False
STRAIN_000385,1,GLOBAL_CONTIG,242,3,0.6374408006668091,0.3625591993331909,0.8515389561653137,True,False,False,False
STRAIN_000385,1,GLOBAL_CONTIG,342,4,0.6536425948143005,0.34635740518569946,0.8322948813438416,True,False,False,False
STRAIN_000385,1,GLOBAL_CONTIG,442,5,0.6415455341339111,0.35845446586608887,0.84670490026474,True,False,False,False
STRAIN_000390,1,GLOBAL_CONTIG,42,1,0.6129751205444336,0.3870248794555664,0.8798011541366577,True,False,False,False
STRAIN_000390,1,GLOBAL_CONTIG,142,2,0.5904661417007446,0.40953385829925537,0.9050237536430359,True,False,False,False
STRAIN_000390,1,GLOBAL_CONTIG,242,3,0.6155068278312683,0.3844931721687317,0.8769187927246094,True,False,False,False
STRAIN_000390,1,GLOBAL_CONTIG,342,4,0.6022640466690063,0.39773595333099365,0.8918923735618591,True,False,False,False
STRAIN_000390,1,GLOBAL_CONTIG,442,5,0.6367201805114746,0.3632798194885254,0.852384626865387,True,False,False,False
STRAIN_000396,1,GLOBAL_CONTIG,42,1,0.6070361137390137,0.39296388626098633,0.8865258097648621,True,False,False,False
STRAIN_000396,1,GLOBAL_CONTIG,142,2,0.6304301023483276,0.36956989765167236,0.859732449054718,True,False,False,False
STRAIN_000396,1,GLOBAL_CONTIG,242,3,0.6095767021179199,0.3904232978820801,0.8836551904678345,True,False,False,False
STRAIN_000396,1,GLOBAL_CONTIG,342,4,0.638041615486145,0.361958384513855,0.850832998752594,True,False,False,False
