strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000029,5,TIGHTBLOCK50,142,2,0.9918428659439087,0.008157134056091309,0.1277269721031189,True,False,False,False
STRAIN_000029,5,TIGHTBLOCK50,242,3,0.9931462407112122,0.006853759288787842,0.11707884073257446,True,False,False,False
STRAIN_000029,5,TIGHTBLOCK50,342,4,0.990323007106781,0.009676992893218994,0.13911838829517365,True,False,False,False
STRAIN_000029,5,TIGHTBLOCK50,442,5,0.9941267967224121,0.005873203277587891,0.10837985575199127,True,False,False,False
STRAIN_000033,5,TIGHTBLOCK50,42,1,0.984036922454834,0.015963077545166016,0.17867887020111084,True,False,False,False
STRAIN_000033,5,TIGHTBLOCK50,142,2,0.9849441051483154,0.01505589485168457,0.17352767288684845,True,False,False,False
STRAIN_000033,5,TIGHTBLOCK50,242,3,0.9832010269165039,0.016798973083496094,0.183297261595726,True,False,False,False
STRAIN_000033,5,TIGHTBLOCK50,342,4,0.9844865798950195,0.015513420104980469,0.17614388465881348,True,False,False,False
STRAIN_000033,5,TIGHTBLOCK50,442,5,0.983095645904541,0.016904354095458984,0.18387126922607422,True,False,False,False
STRAIN_000044,5,TIGHTBLOCK50,42,1,0.9847331643104553,0.015266835689544678,0.17473819851875305,True,False,False,False
STRAIN_000044,5,TIGHTBLOCK50,142,2,0.9860535860061646,0.01394641399383545,0.16701126098632812,True,False,False,False
STRAIN_000044,5,TIGHTBLOCK50,242,3,0.9831681251525879,0.01683187484741211,0.18347640335559845,True,False,False,False
STRAIN_000044,5,TIGHTBLOCK50,342,4,0.9796265959739685,0.020373404026031494,0.20185841619968414,True,False,False,False
STRAIN_000044,5,TIGHTBLOCK50,442,5,0.9828787446022034,0.01712125539779663,0.1850472241640091,True,False,False,False
STRAIN_000063,5,TIGHTBLOCK50,42,1,0.991610050201416,0.008389949798583984,0.1295371800661087,True,False,False,False
STRAIN_000063,5,TIGHTBLOCK50,142,2,0.9921512603759766,0.007848739624023438,0.12528884410858154,True,False,False,False
STRAIN_000063,5,TIGHTBLOCK50,242,3,0.9922982454299927,0.007701754570007324,0.1241111308336258,True,False,False,False
STRAIN_000063,5,TIGHTBLOCK50,342,4,0.9923058152198792,0.00769418478012085,0.12405004352331161,True,False,False,False
STRAIN_000063,5,TIGHTBLOCK50,442,5,0.9932366013526917,0.00676339864730835,0.1163049191236496,True,False,False,False
STRAIN_000071,5,TIGHTBLOCK50,42,1,0.9840347170829773,0.015965282917022705,0.17869144678115845,True,False,False,False
STRAIN_000071,5,TIGHTBLOCK50,142,2,0.9811079502105713,0.01889204978942871,0.19438153505325317,True,False,False,False
STRAIN_000071,5,TIGHTBLOCK50,242,3,0.9853287935256958,0.0146712064743042,0.17129629850387573,True,False,False,False
STRAIN_000071,5,TIGHTBLOCK50,342,4,0.9771835803985596,0.02281641960144043,0.21361857652664185,True,False,False,False
STRAIN_000071,5,TIGHTBLOCK50,442,5,0.9898685216903687,0.010131478309631348,0.1423477828502655,True,False,False,False
STRAIN_000072,5,TIGHTBLOCK50,42,1,0.9929280281066895,0.007071971893310547,0.11892804503440857,True,False,False,False
STRAIN_000072,5,TIGHTBLOCK50,142,2,0.9944775104522705,0.005522489547729492,0.10509545356035233,True,False,False,False
STRAIN_000072,5,TIGHTBLOCK50,242,3,0.9966163635253906,0.003383636474609375,0.08226250857114792,True,False,False,False
STRAIN_000072,5,TIGHTBLOCK50,342,4,0.9963158965110779,0.003684103488922119,0.08583781868219376,True,False,False,False
STRAIN_000072,5,TIGHTBLOCK50,442,5,0.9968133568763733,0.003186643123626709,0.07983337342739105,True,False,False,False
STRAIN_000075,5,TIGHTBLOCK50,42,1,0.9921305775642395,0.007869422435760498,0.12545433640480042,True,False,False,False
STRAIN_000075,5,TIGHTBLOCK50,142,2,0.9832570552825928,0.016742944717407227,0.182991161942482,True,False,False,False
STRAIN_000075,5,TIGHTBLOCK50,242,3,0.9923496246337891,0.0076503753662109375,0.12369571626186371,True,False,False,False
STRAIN_000075,5,TIGHTBLOCK50,342,4,0.9713959693908691,0.02860403060913086,0.23918183147907257,True,False,False,False
