outer_fold,strain_entity_id,control_type,n_seeds,displacement_mean,displacement_median,displacement_sd
1,STRAIN_000385,TIGHTBLOCK50,5,0.011467289924621583,0.011166870594024658,0.001482459771312395
1,STRAIN_000387,TIGHTBLOCK50,5,0.02791562080383301,0.02865290641784668,0.002668673134138642
1,STRAIN_000389,TIGHTBLOCK50,5,0.007007074356079101,0.00660330057144165,0.0009404358080200406
1,STRAIN_000390,TIGHTBLOCK50,5,0.012801289558410645,0.012863516807556152,0.0011185841856914687
1,STRAIN_000392,TIGHTBLOCK50,5,0.012630856037139893,0.012378454208374023,0.0013890525457357205
1,STRAIN_000396,TIGHTBLOCK50,5,0.011755824089050293,0.012208700180053711,0.001173970477908355
1,STRAIN_000397,TIGHTBLOCK50,5,0.013403069972991944,0.013621151447296143,0.0015767516490744133
1,STRAIN_000398,TIGHTBLOCK50,5,0.008487129211425781,0.008726775646209717,0.0009895400188032542
1,STRAIN_000399,TIGHTBLOCK50,5,0.010345566272735595,0.010489940643310547,0.0005043336420484208
1,STRAIN_000400,TIGHTBLOCK50,5,0.010857021808624268,0.01088041067123413,0.0010388022644038947
1,STRAIN_000410,TIGHTBLOCK50,5,0.011784744262695313,0.011714935302734375,0.001023809533970754
1,STRAIN_000411,TIGHTBLOCK50,5,0.01430976390838623,0.014832615852355957,0.0010688270955472735
1,STRAIN_000418,TIGHTBLOCK50,5,0.015091609954833985,0.014826476573944092,0.0005338137402565294
1,STRAIN_000422,TIGHTBLOCK50,5,0.03353499174118042,0.0329706072807312,0.0040345634861136724
1,STRAIN_000429,TIGHTBLOCK50,5,0.008114349842071534,0.007918834686279297,0.0009124914104192037
1,STRAIN_000432,TIGHTBLOCK50,5,0.012656819820404053,0.01227569580078125,0.001116773452539621
